date,txVolume_USD,txCount,marketcap_USD,price_USD,exchangeVolume_USD,generatedCoins,fees
09-04-17,7301549.841,3219,489452000,64.7,8535590,1974.417647,5.79366774
10-04-17,10745225.28,3255,467460000,61.31,12222700,1974.417647,4.44403347
11-04-17,9508736.058,3644,442808000,60.53,12016500,1952.799935,5.60811759
12-04-17,20795884.92,4473,438679000,68,21914300,1999.63831,5.38592444
13-04-17,29926234.93,4484,492196000,72.57,29296100,1978.020599,6.65250943
14-04-17,47825767.3,3847,524892000,70.77,15477900,1952.799935,5.61301009
15-04-17,11562007.25,3362,512034000,75.01,17237300,1985.226502,5.98048598
16-04-17,12665716.56,3240,542961000,75.34,11539500,1967.211743,5.53924259
17-04-17,21821985.09,3681,544956000,75.64,10470900,1988.829454,6.67491346
18-04-17,15253408.84,4068,547341000,72.83,14595000,1949.196983,6.6039628
19-04-17,9402760.014,3822,526688000,72.28,11688300,1992.432406,4.65565068
20-04-17,9681188.432,3898,522642000,71.45,9144880,1952.799935,4.31292511
21-04-17,6850120.047,3771,517733000,70.88,9790840,1967.211743,4.43585887
22-04-17,6855651.034,3527,513274000,71.22,9913170,1992.432406,2.88078298
23-04-17,9669051.135,3372,515838000,68.89,8328060,1960.005839,4.94513012
24-04-17,8595783.97,3295,499641000,72.2,7918480,1992.432406,6.12554398
25-04-17,21557220.62,3846,523445000,72.07,8641860,1941.991079,2.72649917
26-04-17,24136826.32,5364,522517000,71.53,8605760,1978.020599,3.57670006
27-04-17,40844867.67,5678,518868000,78.17,18560500,1963.608791,4.14051288
28-04-17,34422008.9,3980,566202000,79.49,16201200,1967.211743,3.5645173
29-04-17,80258695.19,5689,578278000,94.95,39496900,1978.020599,5.7787074
30-04-17,39817133.25,4182,684050000,91.55,19963300,1945.594031,4.18001664
01-05-17,75537752.44,4521,664545000,88.12,22978900,2006.844214,4.97934008
02-05-17,200121781.4,4081,638649000,86.24,14430400,1970.814695,3.88469973
03-05-17,116765194.1,4224,626662000,90.08,18749400,1988.829454,4.81549251
04-05-17,46321588.19,4994,655081000,92.8,26417800,1992.432406,4.32157412
05-05-17,43491513.1,5862,675223000,99.01,29039200,7983.665176,4.70907181
06-05-17,18817664.07,4174,721874000,99.76,17201700,1978.020599,4.5703066
07-05-17,25642653.78,4285,724648000,106.28,30297200,1974.417647,5.04107686
08-05-17,27284085.01,5108,775962000,101.1,26320700,1992.432406,3.97893575
09-05-17,28420647.64,5142,736626000,93.3,33359200,1949.196983,4.16130254
10-05-17,13453754.13,4368,676854000,91.52,17906900,1956.402887,4.34652804
11-05-17,16157983.48,5049,667796000,91.54,15996300,2003.241262,3.74892492
12-05-17,16710792.25,5295,669279000,86.8,15467900,1949.196983,2.82231345
13-05-17,11878705.54,3764,632643000,89.35,14419400,1978.020599,2.45362945
14-05-17,8764741.29,3845,653270000,89.8,12006000,1981.623551,2.50058903
15-05-17,12452898.83,4793,655801000,91.49,15672900,1981.623551,5.90103031
16-05-17,11669099.72,4291,669083000,85.59,14638900,1981.623551,3.98361453
17-05-17,22850730.19,4770,625221000,83.26,15847600,1952.799935,4.70174743
18-05-17,21574356.77,4845,607656000,89.73,14126000,1970.814695,4.06627726
19-05-17,31877691.01,5099,656468000,98.98,25889600,1981.623551,4.19993732
20-05-17,43754299.08,5325,722090000,100.77,22378100,1974.417647,3.80081397
21-05-17,29839265.48,5727,736086000,102.03,19898000,1974.417647,4.44240806
22-05-17,71688008.5,7397,743266000,120.73,76089200,1963.608791,6.15638258
23-05-17,146445197.5,6647,880270000,138.07,51407800,1978.020599,4.76784846
24-05-17,114138431.6,6454,1017440000,144.63,47161500,1970.814695,4.64124708
25-05-17,129627304.5,6657,1047690000,119.63,60488800,1988.829454,4.60235683
26-05-17,37420542.18,4523,868031000,112.94,45411400,1985.226502,3.59076169
27-05-17,38834985,4406,829763000,99.2,39936600,1988.829454,3.7489998
28-05-17,30002404.72,4047,735254000,108.14,39651700,1960.005839,3.28668268
29-05-17,32553555.12,4707,790454000,117.26,35802200,1970.814695,2.84988549
30-05-17,35499848.04,4950,858404000,121.13,42919400,1970.814695,3.53535457
31-05-17,60521791.49,5280,892886000,135.97,59781000,1981.623551,3.93582313
01-06-17,43236313.46,5463,1000300000,136.08,46692500,1974.417647,4.42077962
02-06-17,30580851.84,4328,1005050000,145.29,39172500,1981.623551,3.17708385
03-06-17,40674025.98,4618,1065460000,144.29,39144000,1952.799935,3.78659854
04-06-17,24561385.89,4585,1055520000,143.35,28248800,7282.343551,5.34495376
05-06-17,32544227.63,4928,1053050000,144.92,40209200,1938.388128,4.2410605
06-06-17,170471975.5,5931,1068210000,145.19,66883600,1999.63831,4.4706103
07-06-17,635832849.9,5600,1067130000,140.36,44240500,1963.608791,3.65931081
08-06-17,2015688604,5370,1034920000,145.03,29049200,1988.829454,4.05394149
09-06-17,39144851.66,5098,1065470000,148.93,28944700,1956.402887,4.04369531
10-06-17,43345877.17,5556,1096550000,152,32894500,1970.814695,3.9972054
11-06-17,106785057.3,8460,1117860000,188.27,155786000,1960.005839,5.96882132
12-06-17,62236819.59,7282,1376490000,170.78,79698800,1981.62355,4.97494185
13-06-17,63607770.1,6646,1260370000,183.97,51568400,1967.211743,4.15173616
14-06-17,77498286.52,6284,1351820000,163.21,53986500,1974.417647,4.63239794
15-06-17,64397463.87,5164,1201030000,163.35,48167500,1956.402887,3.55154567
16-06-17,56579806.58,5141,1205110000,166.25,35834400,1970.814695,3.22965401
17-06-17,55641189.8,5730,1224440000,178.13,58241000,2006.844214,3.34014468
18-06-17,75628763.21,6158,1315450000,193.53,77003000,1985.226502,3.86164954
19-06-17,81804416.61,6321,1424100000,201.26,98763400,1960.005839,4.05296295
20-06-17,38576395.27,5692,1484670000,187.91,58960400,1952.799935,4.83942558
21-06-17,56524435.77,5396,1384740000,178.81,40445100,1981.623551,4.87123441
22-06-17,38728887.38,4948,1322590000,177.06,37412700,1949.196983,4.238075
23-06-17,52531971.89,7239,1306270000,189.26,42975000,1985.226502,2.73096393
24-06-17,35161591.69,4850,1397190000,182.62,35863100,1963.608791,3.27947784
25-06-17,36663180.12,4570,1346200000,172.88,36111800,1985.226502,2.65283717
26-06-17,60197042.68,5609,1277190000,162.89,40405300,1985.226502,3.95549741
27-06-17,78932017.98,5069,1203160000,176.02,48931600,1963.608791,4.48147494
28-06-17,57368478.53,4521,1307820000,184.13,27008600,1974.417647,2.94211278
29-06-17,47916870.7,4320,1353710000,177.17,42548600,1970.814695,3.16142639
30-06-17,57924874.64,4550,1310690000,181.77,48166300,1967.211743,2.82861125
01-07-17,42025739.48,4016,1343300000,165.71,42283100,1999.63831,2.37379229
02-07-17,104989017.7,3575,1224910000,173.49,33257700,1967.211743,2.94486061
03-07-17,53979583.55,3783,1282650000,180.79,40038200,1970.814695,3.35042453
04-07-17,41793628.77,4782,1333710000,183.06,51222900,1978.020599,3.24822803
05-07-17,78356141.37,5815,1354980000,209.48,93285800,6409.468291,4.40494146
06-07-17,145393745.8,7256,1558330000,213.17,114292000,1974.417647,4.11709599
07-07-17,80220950.88,4957,1576370000,196.46,59581400,1967.211743,3.95065435
08-07-17,92737715.77,4843,1454000000,209.2,41486800,2006.844214,3.30056959
09-07-17,62477489.34,4696,1554430000,195.64,44286500,1970.814695,3.26898327
10-07-17,95368398.87,5496,1453580000,174.4,38824100,1985.226502,2.86372854
11-07-17,275168771.2,5533,1288140000,165.73,44860900,1963.608791,2.77526105
12-07-17,55481594.89,5240,1224620000,179.89,30198600,1996.035358,2.46835676
13-07-17,100727025.7,4200,1334790000,171.24,24269400,1927.579272,1.54205161
14-07-17,433066642.6,4582,1273130000,161.08,26831900,1988.829454,2.68651979
15-07-17,303285469.4,4422,1197760000,140.14,30810000,2003.241262,2.62950393
16-07-17,102871108.2,4711,1037360000,132.64,35385900,1941.991079,2.47283712
17-07-17,134858287.8,4752,983325000,153.85,32658200,1996.035358,1.93355023
18-07-17,37299947.96,4559,1148330000,158.07,28103500,1974.417647,2.40215308
19-07-17,84734158.35,4665,1174490000,155.65,28281400,1970.814695,2.13109496
20-07-17,297612673,6841,1151530000,188.59,98932600,1981.623551,3.40869228
21-07-17,101706034.3,5828,1402760000,185.86,32884200,1952.799935,2.59006426
22-07-17,77313364.65,4541,1384830000,195.31,23312700,2006.844214,2.63353472
23-07-17,131874661.8,3631,1451390000,191.03,31110400,1967.211743,1.49051924
24-07-17,287084273.8,6610,1422690000,204.02,90278800,1956.402887,2.39130557
25-07-17,92108071.12,5402,1519340000,195.52,84970400,1988.829454,2.2084255
26-07-17,151568149,4835,1456070000,194.37,38380000,1967.211743,1.51095817
27-07-17,132687844.7,4788,1453370000,194.09,26363200,1970.814695,2.40557264
28-07-17,83936125.14,5823,1445720000,185.61,30108800,1981.62355,14.05627423
29-07-17,53329600.54,4792,1379860000,185.25,40505200,1945.594031,2.50381422
30-07-17,71856364.3,4455,1382710000,172.82,25327200,2006.844214,2.83980096
31-07-17,335067650.2,6168,1291390000,178.51,29249300,1963.608791,4.23520482
01-08-17,177403109.9,4748,1336810000,184.75,34656300,1970.814695,2.89757278
02-08-17,52242954.74,4703,1381630000,182.93,19076200,1974.417647,2.68121096
03-08-17,944531769,4172,1367150000,186.99,25612400,1978.020599,2.87680372
04-08-17,428966034.4,4419,1395520000,186.97,28791800,6529.368291,3.90787881
05-08-17,52425345.03,5658,1397060000,193.83,41127900,1974.417647,3.00105094
06-08-17,158537728.5,4977,1447880000,189.13,25336000,1963.608791,3.68329561
07-08-17,342293486.5,5300,1413570000,197.19,32441600,1988.829454,3.01526675
08-08-17,151745432,5920,1470120000,203.84,35117200,1952.799935,4.83286139
09-08-17,62575871.51,4840,1524040000,199.21,31657100,1985.226502,3.5871222
